FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,EDAD,SEXO,ESTADO CIVIL,CLASE DE EMPLEADO,ESCOLARIDAD
07/04/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,09:30:00 PM,CLARET E-18,URBANA,TIENDA,CORTANTES,42,MASCULINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12:00:00 PM,SANTA MATILDE I SECTOR E-16,URBANA,CASAS DE HABITACION,CONTUNDENTES,39,FEMENINO,SOLTERO,DESEMPLEADO,SUPERIOR
,ANTIOQUIA,TURBO,Sábado,01:30:00 AM,-,RURAL,VIAS PUBLICAS,CONTUNDENTES,32,FEMENINO,NO REPORTA,AMA DE CASA,ANALFABETA
",VALLE,TULUÁ,Lunes,12:00:00 AM,El Centro,URBANA,""HOTELES, RESIDENCIAS, Y SIMILARES."",CONTUNDENTES,26,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA"
09/11/2010 00:00:00,ATLÁNTICO,BARANOA,Sábado,09:00:00 PM,SANTA ELENA,URBANA,VIAS PUBLICAS,NO REPORTADO,30,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,11:00:00 PM,BELLA FLOR E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,28,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,07:30:00 PM,URB. SAN FRANCISCO E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,25,FEMENINO,SOLTERO,DESEMPLEADO,TECNICO
10/06/2010 00:00:00,META,ACACÍAS,Miércoles,08:00:00 AM,LA FLORIDA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,26,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
02/04/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,09:00:00 AM,SANTA CATALINA 1 Y 2 E-8,URBANA,APARTAMENTO,CONTUNDENTES,25,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,SANTANDER,GIRÓN,Jueves,10:00:00 PM,RIO DE ORO I,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA,62,MASCULINO,CASADO,PENSIONADO,PRIMARIA
08/07/2010 00:00:00,BOYACÁ,CHIQUINQUIRÁ,Sábado,04:00:00 AM,BARRIO LA POLA,URBANA,VIAS PUBLICAS,CONTUNDENTES,25,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,ANTIOQUIA,MEDELLÍN (CT),Lunes,07:30:00 PM,BELEN C-16,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,CASADO,EMPLEADO PARTICULAR,SUPERIOR
11/07/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:00:00 AM,EL AMPARO E-8,URBANA,PANADERIAS,CONTUNDENTES,22,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
05/10/2010 00:00:00,BOYACÁ,SOGAMOSO,Lunes,07:30:00 PM,SANTA MARTHA,URBANA,CASAS DE HABITACION,CONTUNDENTES,35,FEMENINO,UNION LIBRE,EDUCADOR,SUPERIOR
,CUNDINAMARCA,TOCANCIPÁ,Sábado,10:10:00 AM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,29,MASCULINO,CASADO,EMPLEADO PARTICULAR,SECUNDARIA
12/12/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:00:00 PM,URB. LAS LOMAS E-18,URBANA,CASAS DE HABITACION,CONTUNDENTES,1,MASCULINO,SOLTERO,NO REPORTA,NO REPORTADO
05/09/2010 00:00:00,BOYACÁ,SOGAMOSO,Domingo,08:30:00 PM,VEINTE DE JULIO,URBANA,VIAS PUBLICAS,CONTUNDENTES,27,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,VALLE,CALI (CT),Sábado,10:30:00 PM,ATANASIO GIRARDOT E8,URBANA,CASAS DE HABITACION,CONTUNDENTES,27,FEMENINO,CASADO,EMPLEADO PARTICULAR,TECNOLOGO
,SANTANDER,FLORIDABLANCA,Miércoles,08:30:00 PM,EL CARMEN I,URBANA,VIAS PUBLICAS,CONTUNDENTES,25,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
,ATLÁNTICO,SOLEDAD,Lunes,10:30:00 AM,LAS MORAS,URBANA,CONSULTORIOS JURIDICOS,CONTUNDENTES,31,FEMENINO,UNION LIBRE,NO REPORTA,SECUNDARIA
,META,ACACÍAS,Sábado,04:00:00 PM,CIUDAD DE AMIGOS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,32,FEMENINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,ANTIOQUIA,BELLO,Jueves,10:00:00 AM,ZAMORA,URBANA,VIAS PUBLICAS,NO REPORTADO,42,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SUPERIOR
06/01/2010 00:00:00,NARIÑO,SAN ANDRES DE TUMACO,Martes,09:15:00 AM,NUEVO MILENO,URBANA,VIAS PUBLICAS,CONTUNDENTES,10,MASCULINO,SOLTERO,ESTUDIANTE,PRIMARIA
,TOLIMA,IBAGUÉ (CT),Sábado,11:00:00 AM,CENTRO,URBANA,SOBRE ANDEN - VIA PUBLICA,CONTUNDENTES,12,MASCULINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,SUCRE,SINCELEJO (CT),Miércoles,05:00:00 PM,EL OLIMPO,URBANA,CASAS DE HABITACION,CONTUNDENTES,34,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
08/09/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,06:00:00 AM,DIANA TURBAY E-18,URBANA,CASAS DE HABITACION,CONTUNDENTES,36,FEMENINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADO
,META,SAN MARTÍN,Jueves,08:00:00 AM,ALGARROBO,URBANA,CASAS DE HABITACION,CONTUNDENTES,44,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,04:00:00 AM,URB. SANTANDER E-15,URBANA,CASAS DE HABITACION,CONTUNDENTES,35,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,04:30:00 PM,SAN BERNARDO E-3,URBANA,CASAS DE HABITACION,PUNZANTES,25,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
,GUAJIRA,DIBULLA,Miércoles,03:15:00 PM,-,URBANA,PARQUES,CONTUNDENTES,29,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,CAQUETÁ,FLORENCIA (CT),Domingo,11:00:00 AM,LA VEGA,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,META,ACACÍAS,Jueves,10:30:00 AM,EL OASIS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,31,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,ATLÁNTICO,SOLEDAD,Lunes,02:30:00 PM,SOLEDAD 2000,URBANA,VIAS PUBLICAS,CONTUNDENTES,31,FEMENINO,DIVORCIADO,AMA DE CASA,PRIMARIA
,BOLÍVAR,CARTAGENA (CT),Lunes,11:30:00 AM,LOS CARACOLES,URBANA,SECTOR RESIDENCIAS,CONTUNDENTES,37,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADO
,BOLÍVAR,CARTAGENA (CT),Domingo,12:30:00 PM,URB EL REFUGIO,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,META,VILLAVICENCIO (CT),Sábado,09:30:00 PM,SAN ANTONIO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,22,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,01:00:00 AM,LISBOA E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,29,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
08/02/2010 00:00:00,CAQUETÁ,FLORENCIA (CT),Lunes,11:00:00 AM,LAS PALMERAS,URBANA,CASAS DE HABITACION,CONTUNDENTES,45,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,HUILA,NEIVA (CT),Jueves,07:00:00 PM,-,URBANA,CASAS DE HABITACION,CONTUNDENTES,47,FEMENINO,UNION LIBRE,COMERCIANTE,TECNICO
,META,VILLAVICENCIO (CT),Miércoles,06:30:00 PM,EL BUQUE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,34,MASCULINO,CASADO,EMPLEADO POLICIAL,TECNICO
,BOYACÁ,TUNJA (CT),Lunes,12:00:00 AM,BARRIO SANTA INES,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,MASCULINO,SOLTERO,ESTUDIANTE,SUPERIOR
,SANTANDER,BUCARAMANGA (CT),Jueves,07:50:00 AM,INV. LUZ DE SALVACION,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA,26,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,BOYACÁ,DUITAMA,Domingo,04:30:00 PM,ARAUQUITA,URBANA,CASAS DE HABITACION,CONTUNDENTES,34,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,SANTANDER,SAN GIL,Jueves,08:00:00 AM,-,URBANA,NO DEFINIDO,CONTUNDENTES,26,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Jueves,01:00:00 AM,MANZANARES E4,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,50,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,VALLE,CALI (CT),Jueves,01:00:00 PM,CUARTO LEGUA - GUADALUPE E19,URBANA,VIAS PUBLICAS,CONTUNDENTES,39,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Jueves,08:00:00 PM,VALLE GRANDE E21,URBANA,CASAS DE HABITACION,CONTUNDENTES,27,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,GUADALAJARA DE BUGA,Jueves,12:00:00 AM,LOS GIRASOLES,URBANA,VIAS PUBLICAS,CONTUNDENTES,11,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,VALLE,GUADALAJARA DE BUGA,Jueves,11:30:00 PM,URB. SANTA RITA,URBANA,VIAS PUBLICAS,CONTUNDENTES,22,MASCULINO,SOLTERO,INDEPENDIENTE,TECNICO
04/03/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,05:00:00 PM,LA VICTORIA E-4,URBANA,CASAS DE HABITACION,CONTUNDENTES,12,FEMENINO,SOLTERO,NO REPORTA,SECUNDARIA
,ARAUCA,ARAUCA (CT),Viernes,07:30:00 PM,LOS LIBERTADORES,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
02/05/2010 00:00:00,VALLE,TULUÁ,Viernes,01:45:00 PM,Progresar,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
06/07/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,09:00:00 PM,BRAVO PÁEZ E-18,URBANA,APARTAMENTO,CONTUNDENTES,45,FEMENINO,SOLTERO,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,11:45:00 PM,COMPARTIR E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,24,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
05/10/2010 00:00:00,SANTANDER,GIRÓN,Lunes,06:30:00 PM,VIDA EN PRIMAVERA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,39,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,BOYACÁ,SOGAMOSO,Domingo,10:00:00 PM,OLAYA HERRERA,URBANA,TIENDA,CONTUNDENTES,39,FEMENINO,DIVORCIADO,EMPLEADO PARTICULAR,SECUNDARIA
02/03/2010 00:00:00,AMAZONAS,LETICIA (CT),Miércoles,08:05:00 PM,PUNTA BRAVA,URBANA,VIAS PUBLICAS,CONTUNDENTES,40,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
07/12/2010 00:00:00,BOYACÁ,UMBITA,Lunes,09:30:00 AM,BRR.CASTILLEJO,URBANA,CASAS DE HABITACION,CONTUNDENTES,42,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,10:00:00 PM,JUAN JOSÉ RONDON E-19,URBANA,VIAS PUBLICAS,CONTUNDENTES,49,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CALDAS,MANIZALES (CT),Viernes,10:30:00 PM,PANORAMA,URBANA,CASAS DE HABITACION,CONTUNDENTES,28,FEMENINO,SOLTERO,AMA DE CASA,PRIMARIA
06/01/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,07:00:00 PM,SANTA RITA E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,SOLTERO,AMA DE CASA,SECUNDARIA
,CASANARE,PAZ DE ARIPORO,Viernes,06:00:00 AM,CAMILO TORRES,URBANA,VIAS PUBLICAS,CONTUNDENTES,45,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
,SANTANDER,BUCARAMANGA (CT),Miércoles,08:00:00 PM,BUENAVISTA,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,61,FEMENINO,SOLTERO,COMERCIANTE,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,11:00:00 PM,JERUSALÉN E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,BOYACÁ,PUERTO BOYACÁ,Sábado,02:00:00 AM,BRISAS DEL MAGDALENA,URBANA,SOBRE ANDEN - VIA PUBLICA,CONTUNDENTES,23,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,SANTANDER,PIEDECUESTA,Sábado,08:30:00 PM,VDA. BLANQUISCAL,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,28,FEMENINO,CASADO,EMPLEADO PARTICULAR,PRIMARIA
10/09/2010 00:00:00,VALLE,GUADALAJARA DE BUGA,Sábado,09:30:00 PM,URB. SANTA RITA,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,CASADO,INDEPENDIENTE,SUPERIOR
12/08/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,02:00:00 AM,LAGOS DE SUBA E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,GUAJIRA,RIOHACHA (CT),Viernes,04:30:00 PM,MARIA EUGENIA ROJAS,URBANA,NO DEFINIDO,CONTUNDENTES,37,FEMENINO,SOLTERO,COMERCIANTE,TECNICO
,GUAJIRA,RIOHACHA (CT),Viernes,05:00:00 PM,MARIA EUGENIA ROJAS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,28,MASCULINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,HUILA,NEIVA (CT),Viernes,07:00:00 PM,PRADERAS DEL NORTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,24,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,HUILA,NEIVA (CT),Viernes,11:00:00 PM,CIUDADELA ACROPOLIS,URBANA,CASAS DE HABITACION,CONTUNDENTES,42,FEMENINO,CASADO,INDEPENDIENTE,SECUNDARIA
,HUILA,PITALITO,Viernes,03:00:00 PM,LAS AMERICAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,32,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,META,VILLAVICENCIO (CT),Viernes,07:00:00 PM,ALAMOS SUR,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,35,FEMENINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
,META,VILLAVICENCIO (CT),Viernes,07:00:00 PM,ANTONIO V/CIO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,9,FEMENINO,SOLTERO,ESTUDIANTE,PRIMARIA
,NARIÑO,PASTO (CT),Miércoles,10:30:00 PM,POPULAR,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,37,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADO
,RISARALDA,PEREIRA (CT),Viernes,08:00:00 AM,VDA. ALTAGRACIA,RURAL,VIAS PUBLICAS,CONTUNDENTES,49,FEMENINO,CASADO,AMA DE CASA,PRIMARIA
,RISARALDA,PEREIRA (CT),Viernes,11:30:00 AM,CENTRO (A) PEREIRA,URBANA,CASAS DE HABITACION,NO REPORTADO,27,FEMENINO,UNION LIBRE,DESEMPLEADO,SECUNDARIA
,RISARALDA,PEREIRA (CT),Viernes,08:00:00 PM,ALTAVISTA,URBANA,CASAS DE HABITACION,NO REPORTADO,27,FEMENINO,NO REPORTADO,EMPLEADO PARTICULAR,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Viernes,02:00:00 PM,KENNEDY,URBANA,VIAS PUBLICAS,CONTUNDENTES,24,FEMENINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,SANTANDER,FLORIDABLANCA,Viernes,07:00:00 PM,INV. EL PARAMO,URBANA,CASAS DE HABITACION,CONTUNDENTES,33,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,SANTANDER,PIEDECUESTA,Viernes,08:00:00 PM,CIUDADELA SURATOQUE I,URBANA,CASAS DE HABITACION,CONTUNDENTES,29,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
,ATLÁNTICO,BARRANQUILLA (CT),Viernes,08:00:00 PM,CISNEROS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,32,FEMENINO,CASADO,AMA DE CASA,SUPERIOR
,VALLE,CALI (CT),Viernes,04:00:00 AM,SAN LUIS II E6,URBANA,CASAS DE HABITACION,CONTUNDENTES,42,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,VALLE,CALI (CT),Viernes,04:05:00 PM,EL GUABAL E10,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,VALLE,CALI (CT),Viernes,07:30:00 PM,LOS ANDES E5,URBANA,CASAS DE HABITACION,CONTUNDENTES,38,FEMENINO,CASADO,INDEPENDIENTE,SUPERIOR
08/03/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,09:32:00 PM,LA CITA E-1,URBANA,VIAS PUBLICAS,CONTUNDENTES,16,MASCULINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,META,VILLAVICENCIO (CT),Sábado,09:00:00 PM,GUATAPE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,32,MASCULINO,SOLTERO,INDEPENDIENTE,PRIMARIA
01/04/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,06:30:00 PM,ROMA  E-8,URBANA,CASAS DE HABITACION,NO REPORTADO,38,FEMENINO,CASADO,INDEPENDIENTE,SECUNDARIA
,SANTANDER,GIRÓN,Sábado,02:53:00 PM,LA ESMERALDA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,33,FEMENINO,CASADO,EMPLEADO PARTICULAR,SECUNDARIA
07/09/2010 00:00:00,ATLÁNTICO,SOLEDAD,Viernes,10:30:00 AM,BONANZA,URBANA,DENTRO DE LA VIVIENDA,NO REPORTADO,43,FEMENINO,CASADO,NO REPORTA,SECUNDARIA
05/07/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,04:00:00 PM,SAN ANDRES   E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,25,FEMENINO,SEPARADO,AMA DE CASA,SECUNDARIA
,PUTUMAYO,SIBUNDOY,Sábado,11:00:00 PM,CENTRAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
07/10/2010 00:00:00,SANTANDER,BUCARAMANGA (CT),Sábado,07:00:00 PM,NARIÑO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,44,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
06/09/2010 00:00:00,SUCRE,SAN PEDRO,Miércoles,12:00:00 AM,CENTRAL,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,CASADO,EMPLEADO PARTICULAR,SECUNDARIA
07/01/2010 00:00:00,NORTE DE SANTANDER,CÚCUTA (CT),Jueves,08:26:00 PM,BARRIO BELLAVISTA,URBANA,VIAS PUBLICAS,NO REPORTADO,41,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
12/01/2010 00:00:00,ANTIOQUIA,MEDELLÍN (CT),Miércoles,05:50:00 PM,MANZANILLO C-16,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,NARIÑO,PASTO (CT),Domingo,08:25:00 AM,EL ROSARIO,URBANA,CASAS DE HABITACION,CONTUNDENTES,,FEMENINO,NO REPORTADO,NO REPORTA,NO REPORTADO
01/06/2010 00:00:00,VALLE,CALI (CT),Miércoles,09:30:00 AM,ARANJUEZ E9,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,53,FEMENINO,VIUDO,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,02:30:00 PM,CORABASTOS E-8,URBANA,BILLARES,CONTUNDENTES,37,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,ANTIOQUIA,NECOCLÍ,Domingo,09:30:00 PM,-,URBANA,APARTAMENTO,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,SANTANDER,GIRÓN,Lunes,08:00:00 PM,SAN ANTONIO DEL CARRIZAL,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,44,FEMENINO,CASADO,COMERCIANTE,TECNICO
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,07:30:00 PM,CERROS NORTE E-1,URBANA,SOBRE ANDEN - VIA PUBLICA,CONTUNDENTES,18,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
08/03/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12:20:00 PM,NUEVA GRANADA E-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,32,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
01/09/2010 00:00:00,CAQUETÁ,FLORENCIA (CT),Sábado,02:00:00 PM,RICAURTE,URBANA,CASAS DE HABITACION,PUNZANTES,19,FEMENINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
05/07/2010 00:00:00,SANTANDER,GIRÓN,Viernes,08:10:00 PM,SAN ANTONIO DEL CARRIZAL,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,30,FEMENINO,CASADO,COMERCIANTE,SUPERIOR
10/10/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,03:00:00 AM,ALCALÁ E-16,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,07:00:00 PM,DINDALITO E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,40,FEMENINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADO
07/04/2010 00:00:00,SANTANDER,GIRÓN,Domingo,09:30:00 AM,RINCON DE LA PAZ,URBANA,VIAS PUBLICAS,ARMA BLANCA,31,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
11/03/2010 00:00:00,META,ACACÍAS,Miércoles,10:00:00 AM,VEREDA SAN NICOLAS,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,24,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
04/11/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,02:00:00 AM,SANTA LIBRADA E-5,URBANA,VIAS PUBLICAS,CONTUNDENTES,20,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
04/02/2010 00:00:00,CUNDINAMARCA,CHÍA,Viernes,09:20:00 PM,VER. CERCA DE PIEDRA,RURAL,VIAS PUBLICAS,CONTUNDENTES,75,FEMENINO,SEPARADO,DESEMPLEADO,PRIMARIA
,BOYACÁ,DUITAMA,Domingo,08:45:00 PM,VATICANO,URBANA,VIAS PUBLICAS,CONTUNDENTES,76,MASCULINO,UNION LIBRE,AMA DE CASA,ANALFABETA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,02:00:00 PM,LA ESTACIÓN E-7,URBANA,CASAS DE HABITACION,NO REPORTADO,24,FEMENINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,07:30:00 AM,COMPARTIR E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,5,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADO
,CÓRDOBA,CHINÚ,Miércoles,12:00:00 AM,-,URBANA,NO DEFINIDO,CONTUNDENTES,22,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,RISARALDA,PEREIRA (CT),Miércoles,12:50:00 PM,SECTOR LA CARRILERA,URBANA,VIAS PUBLICAS,CONTUNDENTES,41,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,VALLE,TULUÁ,Domingo,03:45:00 PM,Estambul,URBANA,CASAS DE HABITACION,NO REPORTADO,35,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,09:00:00 PM,FÁTIMA E-6,URBANA,VIAS PUBLICAS,CONTUNDENTES,41,FEMENINO,CASADO,INDEPENDIENTE,PRIMARIA
11/12/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,11:00:00 PM,URB. LA CAMPIÑA I SECTOR E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,50,FEMENINO,CASADO,INDEPENDIENTE,SUPERIOR
,VALLE,GUADALAJARA DE BUGA,Sábado,12:00:00 PM,LA MERCED,URBANA,VIAS PUBLICAS,CONTUNDENTES,32,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,VALLE,CALI (CT),Martes,11:00:00 PM,ANTONIO NARIÑO E16,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,38,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
